,Barri,Area,Habitacions,Lavabos,Preu,Immobiliaria,ConsumoEtiqueta,ConsumokW,EmisionesEtiqueta,Emisioneskg,Data anunci,Aire_acondicionat,Moblat,Any_construccio,Calefaccio,Transport_public_proper,Llar_de_foc,Obra_nova,Piscina_propia,Plaza_parking,Ascensor,Equipamient_esportiu,Jardi_comunitari,Piscina_comunitaria,Vigilancia,Districte
4859,Raval,68,1,1,260000.0,ENGEL & VOELKERS,E,189.0,E,34.0,22/03/2022,1,1,1998,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
4860,La Guineueta,105,4,1,335000.0,FINQUES RODÉS,G,244.0,F,51.0,02/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
4862,Sant Ramon - Maternitat,98,4,1,300000.0,LA CASA AGENCY - LLEFIA REAL ESTATE,E,48.0,G,46.0,08/03/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Les Corts
4869,Esquerra Alta de l´Eixample,75,3,1,360000.0,"PUNT SAGRADA FAMILIA, S.L.",E,159.0,E,40.0,16/03/2022,1,1,1950,0,0,0,0,0,0,1,0,0,0,0,Eixample
4870,St. Pere - Sta. Caterina - El Born,90,5,2,268000.0,"PUNT SAGRADA FAMILIA, S.L.",F,198.0,F,46.0,01/02/2022,0,1,1900,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
4872,Provençals del Poblenou,97,3,1,275000.0,CENTURY 21 XARXA,E,196.0,E,41.0,21/03/2022,0,0,1979,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
4873,Esquerra Alta de l´Eixample,139,3,2,626000.0,URBENORTE CATALUNYA,G,999.0,G,999.0,08/03/2022,1,0,1949,0,0,0,0,0,0,1,0,0,0,0,Eixample
4874,Bon Pastor,51,3,1,135000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,G,999.0,G,99.0,11/01/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
4875,Besòs - Maresme,64,3,1,125000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,F,999.0,F,99.0,18/03/2022,0,0,1966,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4876,Prosperitat,79,2,1,220000.0,Inmotarget,G,265.0,F,55.0,31/03/2022,1,0,1964,1,0,0,0,0,0,0,0,0,0,0,Nou Barris
4877,Sagrada Família,98,2,2,360000.0,INMO TODAY,G,999.0,G,999.0,28/03/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Eixample
4878,Sagrada Família,80,5,1,370000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,G,250.0,F,50.0,19/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
4879,Prosperitat,79,2,1,220000.0,FINQUES MUR,G,265.0,F,55.0,31/03/2022,1,0,1964,1,0,0,0,0,0,0,0,0,0,0,Nou Barris
4885,Turó de la Peira - Can Peguera,62,3,1,215000.0,LA CASA AGENCY,G,999.0,G,999.0,12/03/2022,0,0,1955,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
4886,Poble Sec,60,2,1,349000.0,FINQUES RODÉS,E,136.0,E,35.0,02/03/2022,1,0,1872,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4887,St. Pere - Sta. Caterina - El Born,63,1,1,410000.0,FINQUES RODÉS,E,116.0,E,28.0,28/03/2022,1,0,2010,1,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
4890,Vilapicina - Torre Llobeta,83,3,2,240000.0,La Casa Agency Premium Sant Cugat,G,200.0,G,40.0,23/02/2022,1,0,1966,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
4892,Vila Olímpica,63,1,1,410000.0,FINQUES MUR,E,116.0,E,28.0,28/03/2022,1,0,2010,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
4893,La Verneda - La Pau,128,4,2,280000.0,LA CASA GRUP,G,999.0,G,999.0,22/02/2022,0,0,1963,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4894,Camp d´en Grassot - Gràcia N.,63,2,1,190000.0,INMODERNA GSI,E,157.0,E,32.0,07/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Gracia
4895,Hostafrancs,68,3,1,325000.0,Servicios De Intermediación Financiera La Casa Gru,C,256.0,C,25.0,08/03/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4896,La Verneda - La Pau,76,3,1,207000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,201.0,E,39.0,15/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4898,La Verneda - La Pau,113,3,2,269000.0,LA CASA GRUP,E,176.0,E,37.0,29/03/2022,1,0,1960,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4900,Raval,105,4,2,425000.0,FINQUES MUR,E,171.0,E,35.0,19/01/2022,1,0,1977,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
4901,Camp d´en Grassot - Gràcia N.,63,2,1,190000.0,SANS SERVEIS,E,157.0,E,32.0,07/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Gracia
4902,Camp d´en Grassot - Gràcia N.,63,2,1,190000.0,SELECTIA IMMO,E,157.0,E,32.0,07/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Gracia
4903,Camp d´en Grassot - Gràcia N.,63,2,1,190000.0,GOLDEN SQUARE BARCELONA,E,157.0,E,32.0,07/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Gracia
4905,Vila de Gràcia,86,4,1,320000.0,GOLDEN SQUARE BARCELONA,F,235.0,F,49.0,18/01/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Gracia
4906,Vilapicina - Torre Llobeta,100,4,2,245000.0,"PUNT SAGRADA FAMILIA, S.L.",G,999.0,G,99.0,17/03/2022,1,0,1980,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
4907,Hostafrancs,70,3,1,219000.0,La Casa Agency - Punt Sant Pau,E,126.0,E,31.0,01/04/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4909,Sant Martí,65,3,1,222000.0,Fincas BM,G,999.0,G,999.0,01/04/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4910,Congrés - Indians,58,2,1,169000.0,ONREALE REAL ESTATE SERVICES,E,183.0,E,38.0,09/04/2022,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,Sant Andreu
4911,La Marina-Montjuïc,82,4,1,210000.0,"PUNT SAGRADA FAMILIA, S.L.",E,127.0,E,53.0,16/03/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4912,Torre Baró,99,3,1,138000.0,LA CASA GRUP,G,146.0,G,46.0,16/03/2022,0,0,2007,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
4913,Vallcarca - Penitents,87,3,2,295000.0,Finques AFS,E,135.0,E,28.0,07/03/2022,0,0,1962,0,0,0,0,0,0,1,0,0,0,0,Gracia
4914,Horta,265,4,2,380000.0,EUROFINCAS,F,224.0,E,47.0,16/03/2022,1,0,1965,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
4915,Sagrada Família,193,4,3,550000.0,LA CASA GRUP,E,127.0,E,54.0,05/03/2022,0,0,1979,1,0,0,0,0,0,1,0,0,0,0,Eixample
4916,Hostafrancs,70,3,1,209000.0,La Casa Agency,E,216.0,E,13.0,08/04/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4917,La Verneda - La Pau,76,3,1,190000.0,LA CASA AGENCY,E,132.0,E,32.0,04/03/2022,0,0,1969,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
4918,Diagonal Mar - La Mar Bella,78,2,1,463000.0,ENGEL & VOELKERS,E,162.0,E,29.0,22/03/2022,1,0,2000,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
4919,La Verneda - La Pau,87,3,1,190000.0,LA CASA AGENCY - LLEFIA REAL ESTATE,G,999.0,G,99.0,12/03/2022,0,0,1969,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
4924,La Verneda - La Pau,92,3,1,215000.0,"PUNT SAGRADA FAMILIA, S.L.",G,999.0,G,99.0,03/03/2022,1,0,1970,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
4925,El Clot,100,3,2,405000.0,Inmotarget,G,266.0,E,56.0,31/03/2022,1,0,1998,1,0,0,0,0,1,1,0,0,0,0,Sant Marti
4926,La Verneda - La Pau,82,3,1,205000.0,LA CASA GRUP,E,201.0,E,39.0,22/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4928,Gòtic,88,2,2,950000.0,Hannan-Piper Real Estate,G,999.0,G,999.0,29/03/2022,1,0,1934,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
4929,Dreta de l´Eixample,159,3,2,863500.0,URBENORTE CATALUNYA,G,999.0,G,999.0,07/03/2022,0,0,1910,0,0,0,0,0,0,1,0,0,0,0,Eixample
4931,Raval,45,1,1,145000.0,GAND HOUSE,E,118.0,E,25.0,21/01/2022,0,0,1960,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
4932,Esquerra Alta de l´Eixample,110,3,2,525000.0,PROYECTO CASA,E,33.0,E,157.0,10/12/2021,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,Eixample
4933,Sant Ramon - Maternitat,90,3,2,490000.0,ENGEL & VOELKERS,F,237.0,E,40.0,22/03/2022,0,0,1969,0,0,0,0,0,0,1,0,0,0,0,Les Corts
4934,Sant Antoni,104,4,2,499000.0,SELECTIA IMMO,E,153.0,E,31.0,18/03/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Eixample
4935,Provençals del Poblenou,84,3,1,207000.0,LA CASA AGENCY PUNTO CIUDAD DE VALENCIA,E,201.0,E,39.0,03/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4936,La Verneda - La Pau,81,3,1,258000.0,LA CASA GRUP,G,999.0,G,999.0,23/03/2022,0,0,1979,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4937,Poble Sec,55,3,1,249000.0,Servicios De Intermediación Financiera La Casa Gru,E,29.0,F,223.0,22/03/2022,0,0,1929,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4939,Sant Antoni,104,4,2,499000.0,INMODERNA GSI,E,153.0,E,31.0,18/03/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Eixample
4940,Poble Sec,102,3,2,330000.0,ANDOR HOME,E,154.0,E,32.0,02/03/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4941,Esquerra Alta de l´Eixample,178,4,2,650000.0,GAND HOUSE,E,191.0,E,40.0,15/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Eixample
4942,Sant Antoni,104,4,2,499000.0,GOLDEN SQUARE BARCELONA,E,153.0,E,31.0,18/03/2022,0,0,1977,0,0,0,0,0,0,1,0,0,0,0,Eixample
4943,Camp d´en Grassot - Gràcia N.,82,3,1,340000.0,Finques Claret,E,172.0,E,31.0,18/01/2022,1,1,1940,1,0,0,0,0,0,1,0,0,0,0,Gracia
4944,La Verneda - La Pau,90,3,1,220000.0,LA CASA AGENCY LA LATINA,G,999.0,G,999.0,29/03/2022,0,0,1975,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4950,Trinitat Vella,70,3,1,220000.0,FINCAS CUMBRE,G,999.0,G,999.0,21/03/2022,0,0,2003,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
4951,Esquerra Alta de l´Eixample,133,3,2,660000.0,HOMIM,G,999.0,G,999.0,01/03/2022,1,0,1975,1,0,0,0,0,0,1,0,0,0,0,Eixample
4952,Les Corts,197,4,2,870000.0,ENGEL & VOELKERS,E,201.0,E,42.0,28/03/2022,0,0,1956,1,0,0,0,0,0,1,0,0,0,0,Les Corts
4953,Sagrada Família,110,5,2,395000.0,LA CASA AGENCY,E,107.0,E,22.0,25/03/2022,0,0,1966,0,0,0,0,0,0,1,0,0,0,0,Eixample
4956,Sant Martí,127,4,2,355750.0,SI REAL ESTATE,G,999.0,G,999.0,19/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4957,Sagrada Família,42,1,1,225000.0,"PUNT SAGRADA FAMILIA, S.L.",G,235.0,G,35.0,31/03/2022,1,0,1927,0,0,0,0,0,0,1,0,0,0,0,Eixample
4958,Glòries El Parc,73,4,2,445000.0,GAND HOUSE,E,119.0,D,24.0,07/02/2022,0,0,1973,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
4960,Sant Ramon - Maternitat,103,3,2,399000.0,"PUNT SAGRADA FAMILIA, S.L.",E,115.0,D,22.0,31/03/2022,1,1,1984,1,0,0,0,0,0,1,0,0,0,0,Les Corts
4962,Esquerra Alta de l´Eixample,77,1,1,260000.0,Sarria Properties Sl,E,130.0,E,32.0,01/04/2022,1,1,1995,1,0,0,0,0,0,1,0,0,0,0,Eixample
4964,Sant Antoni,75,3,1,275000.0,DON PISO - HOSPITALET,C,63.0,C,12.0,05/04/2022,0,0,1900,0,0,0,0,0,0,1,0,0,0,0,Eixample
4969,Sant Ramon - Maternitat,133,4,3,760000.0,ENGEL & VOELKERS,E,185.0,E,39.0,29/03/2022,0,0,1969,0,0,0,0,0,0,1,0,0,0,0,Les Corts
4972,Hostafrancs,74,3,1,439900.0,LA CASA AGENCY,F,245.0,F,45.0,24/02/2022,0,0,1950,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4974,Fort Pienc,102,4,2,450000.0,Duran Carasso Barcelona Gestion Inmobiliaria,G,999.0,G,999.0,06/04/2022,0,0,1989,1,0,0,0,0,1,1,0,0,0,0,Eixample
4975,Esquerra Alta de l´Eixample,150,4,2,650000.0,EUROFINCAS,E,191.0,E,40.0,16/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Eixample
4976,Sant Martí,90,2,1,244000.0,LA CASA AGENCY,E,112.0,E,30.0,02/03/2022,0,0,1955,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4977,Fort Pienc,98,4,2,400000.0,HIPERFINCAS,E,30.0,E,134.0,09/02/2022,0,0,1980,0,0,0,0,0,0,1,0,0,0,0,Eixample
4978,Sagrada Família,120,4,2,630000.0,TECNOCASA - ESTUDI EIXAMPLE,E,200.0,E,42.0,21/10/2021,0,0,1965,1,0,0,0,0,0,1,0,0,0,0,Eixample
4979,Camp d´en Grassot - Gràcia N.,104,2,1,389000.0,FINQUES LEMI,E,212.0,D,36.0,09/02/2022,1,0,1985,1,0,0,0,0,0,1,0,0,0,0,Gracia
4980,Camp d´en Grassot - Gràcia N.,104,2,1,389000.0,HOMIM,D,212.0,E,36.0,01/03/2022,1,0,1885,1,0,0,0,0,0,1,0,0,0,0,Gracia
4982,La Verneda - La Pau,119,3,1,239000.0,LA CASA AGENCY - LLEFIA REAL ESTATE,E,155.0,G,999.0,05/03/2022,1,0,1957,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4983,Sagrada Família,91,4,2,379500.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,121.0,E,50.0,09/03/2022,1,0,1972,0,0,0,0,0,0,1,0,0,0,0,Eixample
4984,Sant Martí,119,3,1,239000.0,LA CASA GRUP,E,207.0,E,42.0,29/03/2022,1,0,1957,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4987,Vilapicina - Torre Llobeta,81,3,2,260000.0,La Casa Agency - Punt Sant Pau,G,999.0,G,99.0,23/12/2021,1,1,1962,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
4988,Sagrada Família,91,4,2,379500.0,"PUNT SAGRADA FAMILIA, S.L.",E,121.0,E,50.0,09/03/2022,1,1,1972,0,0,0,0,0,0,1,0,0,0,0,Eixample
4989,La Bordeta,83,4,1,220000.0,"PUNT SAGRADA FAMILIA, S.L.",E,121.0,E,45.0,05/03/2022,1,0,1972,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4990,Porta,60,3,1,250000.0,DIAGONAL CASA,F,226.0,E,47.0,01/02/2022,0,0,1974,0,0,0,0,0,1,1,0,0,0,0,Nou Barris
4991,La Marina-Montjuïc,82,4,1,210000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,E,210.0,E,15.0,10/03/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
4992,La Verneda - La Pau,70,3,1,210000.0,LA CASA GRUP,G,999.0,G,999.0,22/03/2022,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4993,Sant Gervasi - Galvany,165,4,1,740000.0,INMODERNA GSI,E,141.0,E,24.0,01/02/2022,0,0,1930,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
4995,La Verneda - La Pau,70,3,1,210000.0,Servicios De Intermediación Financiera La Casa Gru,G,999.0,G,999.0,24/03/2022,0,0,1985,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
4997,Turó de la Peira - Can Peguera,65,3,1,220000.0,"PUNT SAGRADA FAMILIA, S.L.",F,132.0,E,21.0,22/03/2022,1,1,1973,1,0,0,0,0,0,1,0,0,0,0,Nou Barris
4998,Besòs - Maresme,116,3,2,265000.0,Moderna Gestió Immobiliària,G,999.0,G,999.0,18/03/2022,1,0,1997,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5001,Sant Gervasi - Galvany,165,4,1,740000.0,SELECTIA IMMO,E,141.0,E,24.0,14/01/2022,0,0,1930,0,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
5007,Camp de l´Arpa,106,4,2,426000.0,FINCAS ANZIZU,E,197.0,E,94.0,29/03/2022,1,0,1974,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
5008,Baix Guinardó,65,3,1,245000.0,INMOSERVICE BARCELONA,F,184.0,F,47.0,21/02/2022,0,0,1957,0,0,0,0,0,0,1,0,0,0,0,Horta Guinardo
5009,Poble Sec,91,2,2,430000.0,ENGEL & VOELKERS,G,999.0,E,999.0,22/03/2022,1,0,1972,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
5010,Dreta de l´Eixample,101,3,2,430000.0,FINCAS ANZIZU,E,165.0,E,29.0,08/03/2022,1,0,1972,1,0,0,0,0,0,1,0,0,0,0,Eixample
5012,Esquerra Alta de l´Eixample,70,3,1,379900.0,SANS SERVEIS,E,186.0,E,38.0,07/04/2022,0,0,1892,0,0,0,0,0,0,1,0,0,0,0,Eixample
5013,Dreta de l´Eixample,116,3,2,520000.0,Nou Estil Espai,E,134.0,E,28.0,25/03/2022,1,0,1900,1,0,0,0,0,0,1,0,0,0,0,Eixample
5015,Vila Olímpica,87,4,2,445000.0,GALA FINQUES,E,119.0,E,119.0,22/03/2022,0,0,1973,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5016,La Sagrera,65,2,1,189000.0,Servicios De Intermediación Financiera La Casa Gru,E,125.0,E,25.0,08/03/2022,0,0,1965,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
5017,Raval,66,2,2,250000.0,PUNTO BELLVITGE,G,999.0,G,99.0,30/03/2022,0,0,1950,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5018,Raval,64,2,1,189000.0,LA CASA AGENCY - LLEFIA REAL ESTATE,E,127.0,E,27.0,23/03/2022,1,0,1970,0,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5019,Poble Sec,101,3,2,425000.0,BCN FLATS,E,139.0,E,29.0,19/01/2022,0,0,1885,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
5020,La Verneda - La Pau,92,4,1,205000.0,LA CASA GRUP,F,999.0,F,999.0,14/12/2021,0,0,1963,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5021,La Verneda - La Pau,81,3,1,185000.0,LA CASA GRUP,F,999.0,F,999.0,24/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5023,Badal,107,4,2,240000.0,LA CASA GRUP,E,121.0,E,45.0,01/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
5026,Sagrada Família,140,2,2,580000.0,INMODERNA GSI,E,137.0,E,28.0,25/03/2022,0,0,1920,0,0,0,0,0,0,1,0,0,0,0,Eixample
5027,La Sagrera,57,2,1,189000.0,LA CASA AGENCY - ESTUDIO BUENOS AIRES,E,125.0,E,25.0,12/03/2022,0,0,1965,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
5028,La Sagrera,65,2,1,189000.0,LA CASA GRUP,E,125.0,E,25.0,09/03/2022,0,0,1965,1,0,0,0,0,0,1,0,0,0,0,Sant Andreu
5030,Sagrada Família,140,2,2,580000.0,GOLDEN SQUARE BARCELONA,E,137.0,E,28.0,24/03/2022,0,0,1920,0,0,0,0,0,0,1,0,0,0,0,Eixample
5032,St. Pere - Sta. Caterina - El Born,138,4,2,999000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,B,41.0,B,8.0,11/03/2022,1,0,2018,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5034,Sant Martí,72,2,1,255000.0,GAND HOUSE,G,284.0,G,59.0,20/01/2022,1,0,1973,1,0,0,0,0,0,1,0,0,1,0,Sant Marti
5035,Sagrada Família,140,2,2,580000.0,SELECTIA IMMO,E,137.0,E,28.0,24/03/2022,0,0,1920,0,0,0,0,0,0,1,0,0,0,0,Eixample
5036,La Marina-Montjuïc,60,1,1,240000.0,Compraventabarcelona by Fincas Gonseni,C,55.0,C,13.0,03/03/2022,1,0,2020,1,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
5037,La Marina-Montjuïc,53,3,2,189500.0,REMAX MARKET,E,205.0,E,41.0,30/03/2022,0,0,1974,0,0,0,0,0,0,1,0,0,0,0,Sants Montjuic
5038,St. Pere - Sta. Caterina - El Born,138,4,2,985000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,B,41.0,B,8.0,11/03/2022,1,0,2018,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5039,Vila de Gràcia,53,2,1,298000.0,FINQUES MUR,F,54.0,F,275.0,20/01/2022,1,0,1989,1,0,0,0,0,0,1,0,0,0,0,Gracia
5047,Esquerra Alta de l´Eixample,127,5,2,510900.0,ESCOGE,G,249.0,F,52.0,30/03/2022,0,0,1968,1,0,0,0,0,0,1,0,0,0,0,Eixample
5048,Camp de l´Arpa,65,2,1,335000.0,EUROFINCAS,E,191.0,E,38.0,16/03/2022,1,0,1952,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
5049,Sant Martí,71,3,1,249000.0,"PUNT SAGRADA FAMILIA, S.L.",E,173.0,E,73.0,16/02/2022,1,1,1967,1,0,0,0,0,0,1,0,0,0,0,Sant Marti
5050,Sagrada Família,190,4,3,550000.0,"PUNT SAGRADA FAMILIA, S.L.",E,123.0,E,54.0,25/03/2022,1,0,1979,1,0,0,0,0,0,1,0,0,0,0,Eixample
5051,Sant Gervasi - Galvany,168,4,3,880000.0,CRYSOYLE PESCO SL,G,999.0,G,999.0,15/11/2021,1,0,1971,1,0,0,0,0,0,1,0,0,0,0,Sarria Sant Gervasi
5052,Esquerra Baixa de l´Eixample,140,5,2,710000.0,Cleries-Casp,D,91.0,D,19.0,23/03/2022,0,0,1940,0,0,0,0,0,0,1,0,0,0,0,Eixample
5053,Gòtic,136,3,2,699000.0,Ara Barcelona,E,92.0,E,29.0,26/03/2022,1,1,1900,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5059,La Guineueta,105,4,1,335000.0,Inmotarget,G,244.0,F,51.0,14/03/2022,0,0,1964,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
5061,Sagrada Família,80,3,1,370000.0,LA CASA AGENCY PUNTO CIUDAD DE VALENCIA,G,241.0,F,50.0,10/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
5065,Sagrada Família,80,3,1,370000.0,Servicios De Intermediación Financiera La Casa Gru,G,241.0,F,50.0,10/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
5068,Sant Andreu,53,2,1,195000.0,FINCAS CUMBRE,E,141.0,E,28.0,09/03/2022,1,0,1957,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
5070,Sagrada Família,80,3,1,370000.0,La Casa Agency - Punt Sant Pau,G,241.0,F,50.0,11/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
5071,Torre Baró,99,3,1,138000.0,LA CASA AGENCY,C,156.0,B,25.0,18/03/2022,0,1,2007,0,0,0,0,0,0,1,0,0,0,0,Nou Barris
5072,Sant Andreu,53,2,1,195000.0,FINCAS CUMBRE,E,141.0,E,58.0,09/03/2022,1,0,1957,0,0,0,0,0,0,1,0,0,0,0,Sant Andreu
5075,Sagrada Família,80,3,1,370000.0,La Casa Agency Premium Sant Cugat,G,241.0,F,50.0,10/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
5077,La Verneda - La Pau,81,3,1,235000.0,LA CASA AGENCY SANT ANDREU,G,999.0,G,999.0,25/03/2022,0,0,1979,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5080,Les Corts,97,3,2,420000.0,LA CASA AGENCY - DIAGONAL MAR REAL ESTATE,E,127.0,E,27.0,18/03/2022,1,0,1973,1,0,0,0,0,0,1,0,0,0,0,Les Corts
5082,St. Pere - Sta. Caterina - El Born,62,1,1,410000.0,Inmotarget,E,116.0,E,28.0,28/03/2022,1,0,2010,1,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
5083,St. Pere - Sta. Caterina - El Born,52,1,1,410000.0,EUROFINCAS,E,116.0,E,28.0,25/03/2022,1,0,2010,1,0,0,0,0,1,1,0,0,0,0,Ciutat Vella
5084,La Verneda - La Pau,66,3,1,149000.0,LA CASA GRUP,F,999.0,F,999.0,23/03/2022,0,0,1967,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5086,Dreta de l´Eixample,75,2,2,650000.0,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,E,32.0,E,24.0,17/01/2022,1,1,1979,1,0,0,0,0,0,1,0,0,0,0,Eixample
5087,Sagrada Família,80,3,1,370000.0,LA CASA AGENCY,G,241.0,F,50.0,12/03/2022,0,0,1968,0,0,0,0,0,0,1,0,0,0,0,Eixample
5088,Gòtic,90,1,2,950000.0,Hannan-Piper Real Estate,G,999.0,G,999.0,29/03/2022,1,0,1934,1,0,0,0,0,0,1,0,0,0,0,Ciutat Vella
5089,Sagrada Família,73,2,2,259000.0,LA CASA GRUP,E,999.0,F,999.0,28/03/2022,0,0,1953,0,0,0,0,0,0,1,0,0,0,0,Eixample
5090,Les Corts,68,3,1,360000.0,ANDOR HOME,E,98.0,E,24.0,21/01/2022,0,0,1968,1,0,0,0,0,0,1,0,0,0,0,Les Corts
5091,Poblenou,58,3,1,230000.0,SELECTIA IMMO,G,189.0,G,46.0,06/03/2022,0,0,1970,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
5092,Les Corts,75,2,1,285000.0,HABITEC,E,179.0,F,44.0,01/04/2022,0,0,1974,0,0,0,0,0,0,1,0,0,0,0,Les Corts
5093,Fort Pienc,71,3,1,270000.0,LA CASA AGENCY,E,127.0,E,54.0,15/02/2022,0,0,1930,0,0,0,0,0,0,1,0,0,0,0,Eixample
5094,La Verneda - La Pau,52,2,1,138000.0,Servicios De Intermediación Financiera La Casa Gru,G,999.0,G,999.0,21/03/2022,0,0,1962,0,0,0,0,0,0,1,0,0,0,0,Sant Marti
